student_id,item_RFLA_PRE_Q1,item_RFLA_PRE_Q2,item_RFLA_PRE_Q3,item_RFLA_PRE_Q4,item_RFLA_PRE_Q5,item_RFLA_PRE_Q6,item_RFLA_PRE_Q7,item_RFLA_PRE_Q8,item_RFLA_PRE_Q9,item_RFLA_PRE_Q10,item_RFLA_PRE_Q11,item_RFLA_PRE_Q12,item_RFLA_PRE_Q13,item_RFLA_PRE_Q14,item_RFLA_PRE_Q15,item_RFLA_PRE_Q16,item_RFLA_PRE_Q17,item_RFLA_PRE_Q18,item_RFLA_PRE_Q19,item_RFLA_PRE_Q20,item_RFLA_PRE_Q21,item_RFLA_PRE_Q22,item_RFLA_PRE_Q23,item_RFLA_PRE_Q24,item_RFLA_PRE_Q25,item_RFLA_PRE_Q26,item_RFLA_PRE_Q27,item_RFLA_PRE_Q28,item_RFLA_PRE_Q29,item_RFLA_PRE_Q30,item_RFLA_PRE_Q31,item_RFLA_PRE_Q32,item_GHSQ_PRE_Q1,item_GHSQ_PRE_Q2,item_GHSQ_PRE_Q3,item_GHSQ_PRE_Q4,item_GHSQ_PRE_Q5,item_GHSQ_PRE_Q6,item_GHSQ_PRE_Q7,item_GHSQ_PRE_Q8,item_GHSQ_PRE_Q9,item_GHSQ_PRE_Q10,item_CCSS_PRE_Q1,item_CCSS_PRE_Q2,item_CCSS_PRE_Q3,item_CCSS_PRE_Q4,item_CCSS_PRE_Q5,item_CCSS_PRE_Q6,item_CCSS_PRE_Q7,item_CCSS_PRE_Q8,item_CCSS_PRE_Q9,item_CCSS_PRE_Q10,item_CCSS_PRE_Q11,item_CCSS_PRE_Q12,item_CCSS_PRE_Q13,item_CCSS_PRE_Q14,item_CCSS_PRE_Q15,item_CCSS_PRE_Q16,item_CCSS_PRE_Q17,item_CCSS_PRE_Q18,item_CCSS_PRE_Q19,item_CCSS_PRE_Q20,item_SOSS_PRE_Q1,item_SOSS_PRE_Q2,item_SOSS_PRE_Q3,item_SOSS_PRE_Q4,item_SOSS_PRE_Q5,item_SOSS_PRE_Q6,item_SOSS_PRE_Q7,item_SOSS_PRE_Q8,item_SOSS_PRE_Q9,item_SOSS_PRE_Q10,item_SOSS_PRE_Q11,item_SOSS_PRE_Q12,item_ASSmood_PRE_Q1,item_ASSmood_PRE_Q2,item_ASSmood_PRE_Q3,item_ASSmood_PRE_Q4,item_ASSmood_PRE_Q5,item_ASSmood_PRE_Q6,item_ASSmood_PRE_Q7,item_ASSmood_PRE_Q8,item_RFLA_POST_Q1,item_RFLA_POST_Q2,item_RFLA_POST_Q3,item_RFLA_POST_Q4,item_RFLA_POST_Q5,item_RFLA_POST_Q6,item_RFLA_POST_Q7,item_RFLA_POST_Q8,item_RFLA_POST_Q9,item_RFLA_POST_Q10,item_RFLA_POST_Q11,item_RFLA_POST_Q12,item_RFLA_POST_Q13,item_RFLA_POST_Q14,item_RFLA_POST_Q15,item_RFLA_POST_Q16,item_RFLA_POST_Q17,item_RFLA_POST_Q18,item_RFLA_POST_Q19,item_RFLA_POST_Q20,item_RFLA_POST_Q21,item_RFLA_POST_Q22,item_RFLA_POST_Q23,item_RFLA_POST_Q24,item_RFLA_POST_Q25,item_RFLA_POST_Q26,item_RFLA_POST_Q27,item_RFLA_POST_Q28,item_RFLA_POST_Q29,item_RFLA_POST_Q30,item_RFLA_POST_Q31,item_RFLA_POST_Q32,item_GHSQ_POST_Q1,item_GHSQ_POST_Q2,item_GHSQ_POST_Q3,item_GHSQ_POST_Q4,item_GHSQ_POST_Q5,item_GHSQ_POST_Q6,item_GHSQ_POST_Q7,item_GHSQ_POST_Q8,item_GHSQ_POST_Q9,item_GHSQ_POST_Q10,item_CCSS_POST_Q1,item_CCSS_POST_Q2,item_CCSS_POST_Q3,item_CCSS_POST_Q4,item_CCSS_POST_Q5,item_CCSS_POST_Q6,item_CCSS_POST_Q7,item_CCSS_POST_Q8,item_CCSS_POST_Q9,item_CCSS_POST_Q10,item_CCSS_POST_Q11,item_CCSS_POST_Q12,item_CCSS_POST_Q13,item_CCSS_POST_Q14,item_CCSS_POST_Q15,item_CCSS_POST_Q16,item_CCSS_POST_Q17,item_CCSS_POST_Q18,item_CCSS_POST_Q19,item_CCSS_POST_Q20,item_SOSS_POST_Q1,item_SOSS_POST_Q2,item_SOSS_POST_Q3,item_SOSS_POST_Q4,item_SOSS_POST_Q5,item_SOSS_POST_Q6,item_SOSS_POST_Q7,item_SOSS_POST_Q8,item_SOSS_POST_Q9,item_SOSS_POST_Q10,item_SOSS_POST_Q11,item_SOSS_POST_Q12,item_ASSmood_POST_Q1,item_ASSmood_POST_Q2,item_ASSmood_POST_Q3,item_ASSmood_POST_Q4,item_ASSmood_POST_Q5,item_ASSmood_POST_Q6,item_ASSmood_POST_Q7,item_ASSmood_POST_Q8
31,4,6,4,5,5,5,4,6,3,5,6,3,4,3,5,5,4,4,5,6,6,5,4,4,5,6,6,5,3,4,3,6,7,4,2,5,3,4,1,1,3,3,3,4,5,5,3,2,1,3,2,4,5,6,5,2,6,3,4,3,2,5,1,1,2,2,3,4,1,1,4,1,3,4,1,2,1,2,3,2,2,2,5,6,5,6,6,6,5,6,4,6,6,4,5,4,6,6,5,5,6,6,6,6,5,5,6,6,6,6,5,5,5,6,7,5,2,6,4,5,1,1,4,2,4,3,4,4,4,2,1,2,1,5,6,6,6,1,6,4,3,3,3,6,1,1,1,1,2,3,1,1,5,1,3,5,1,3,2.0,3,2,2,2,2
236,2,5,2,1,4,6,3,4,1,5,4,1,1,1,2,5,2,1,2,4,4,5,1,1,1,5,6,3,1,1,1,6,7,1,1,4,2,5,2,1,5,3,4,5,6,6,3,2,1,4,2,4,4,6,4,3,5,3,5,1,4,5,1,2,1,1,3,3,1,1,4,1,3,4,1,1,1,2,3,4,3,4,2,5,3,3,5,6,2,4,2,5,5,1,3,2,3,5,2,3,3,4,4,5,1,1,2,5,6,4,2,1,2,6,7,1,1,5,2,6,2,1,6,3,4,5,6,6,3,2,1,4,2,4,4,6,4,3,5,3,5,1,4,5,1,2,1,1,3,3,1,1,4,1,3,4,1,1,1.0,2,3,3,3,3
54,6,6,4,5,5,6,5,5,4,5,6,4,5,4,5,5,5,5,5,6,6,6,5,5,5,6,6,5,5,6,5,6,7,5,2,4,3,5,1,7,4,1,6,2,3,3,5,5,1,1,1,6,6,6,5,1,5,1,1,3,1,5,1,1,1,1,2,3,1,1,4,1,4,3,1,2,1,3,3,3,2,4,6,6,5,6,6,6,5,6,5,6,6,5,6,5,6,6,5,5,6,6,6,6,5,6,6,6,6,6,5,6,5,6,7,6,2,6,4,6,1,7,5,1,6,1,1,1,6,6,1,1,1,6,6,6,6,1,6,1,1,3,1,6,1,1,1,1,1,1,1,1,5,1,5,3,1,2,1.0,2,3,4,3,4
618,3,5,3,2,4,4,4,6,1,5,4,3,2,1,3,5,4,2,3,5,6,4,2,4,1,6,5,4,1,5,1,6,6,2,3,4,2,5,1,1,5,3,3,5,4,4,3,3,2,3,2,4,4,5,5,2,6,3,4,3,4,5,1,2,1,2,4,4,2,1,5,1,3,4,1,1,1,2,3,3,4,4,4,6,4,4,4,5,4,6,3,5,5,3,4,3,4,5,4,3,4,6,6,5,3,5,4,6,5,5,3,5,3,6,7,3,3,5,2,6,1,1,6,4,4,3,3,4,5,4,2,2,1,5,5,6,5,1,6,2,3,3,5,6,1,1,1,2,3,3,2,1,4,1,3,3,1,1,1.0,3,2,2,3,3
390,6,2,4,5,5,5,5,1,3,5,6,4,5,3,6,5,4,4,6,2,2,5,4,5,6,1,6,6,3,5,3,6,7,3,2,1,1,1,1,1,2,4,4,5,6,5,3,3,1,2,1,5,5,6,5,1,6,3,5,4,3,5,2,3,3,2,4,4,1,1,4,1,4,4,1,2,1,3,2,1,2,1,6,4,4,5,5,5,5,3,4,5,6,4,5,3,6,5,4,4,6,3,3,5,4,5,6,3,6,6,3,5,3,6,7,4,2,3,1,2,1,1,3,3,5,4,4,5,4,4,1,2,1,5,5,6,5,1,6,3,3,4,3,5,2,3,3,2,3,4,1,1,4,1,4,4,1,2,1.0,3,2,1,2,1
18,6,6,5,5,5,6,5,6,5,6,6,4,5,5,6,5,5,5,6,6,6,5,5,5,6,6,6,6,5,6,5,6,7,6,3,4,2,5,3,6,4,1,6,3,3,2,6,6,1,1,1,6,6,6,6,1,6,2,2,4,3,6,1,1,1,1,3,3,1,1,4,1,3,3,1,2,1,2,2,1,2,1,6,6,5,6,6,6,5,6,5,6,6,5,6,5,6,5,5,5,6,6,6,6,5,6,6,6,6,6,5,6,5,6,7,6,3,6,2,6,4,6,5,1,6,2,3,1,6,6,1,1,1,6,6,6,6,1,6,2,2,4,3,6,1,1,1,1,3,3,1,1,4,1,3,3,1,2,1.0,2,3,1,2,1
770,6,6,4,5,2,3,5,6,4,4,6,4,5,3,5,5,4,4,5,6,6,2,4,5,5,6,4,6,4,5,3,6,5,6,3,4,4,5,2,1,3,1,6,2,3,4,6,6,1,1,2,6,5,6,5,2,6,3,2,4,5,5,1,1,1,1,3,3,1,1,4,1,4,3,1,2,1,2,3,3,3,3,6,6,5,5,3,4,5,6,5,5,6,5,6,4,6,5,5,5,6,6,6,3,5,6,6,6,5,6,5,6,4,6,6,7,4,5,5,6,2,1,4,1,6,2,3,3,6,6,1,1,2,6,6,6,5,2,6,3,2,4,5,5,1,1,1,1,3,3,1,1,4,1,4,3,1,2,1.0,2,3,3,3,2
177,6,6,4,4,5,5,4,6,4,5,5,4,4,3,5,5,4,4,5,6,6,5,4,5,4,6,5,5,4,6,4,6,7,5,3,4,3,5,2,6,4,1,5,3,4,3,6,6,1,1,1,6,6,6,6,2,6,2,2,4,3,6,2,2,1,2,4,4,1,1,4,1,3,4,1,1,1,2,3,2,3,2,6,6,5,5,6,5,5,6,5,6,6,5,5,4,5,5,5,5,6,6,6,6,5,6,5,6,6,6,5,6,5,6,7,6,3,5,3,6,2,7,4,1,6,2,3,3,6,6,1,1,1,6,6,6,6,2,6,2,2,4,3,6,1,1,1,1,3,3,1,1,4,1,3,4,1,2,1.0,2,2,1,2,1
776,3,6,4,2,2,3,4,5,2,4,4,3,2,3,4,4,3,4,2,6,6,1,3,4,1,6,3,4,2,5,2,6,5,3,2,4,2,5,1,2,4,3,3,4,5,4,4,5,1,1,1,5,4,6,6,2,6,2,3,5,3,6,1,1,1,1,3,4,2,1,4,1,3,3,1,1,1,2,4,4,4,4,4,6,4,3,3,3,4,5,3,4,4,3,3,3,4,4,3,4,3,6,6,2,3,4,2,6,3,4,3,5,3,6,6,4,2,5,3,6,1,2,5,2,4,3,4,4,5,5,1,1,1,5,5,6,6,2,6,2,3,5,3,6,1,1,1,1,2,4,2,1,3,1,3,3,1,1,1.0,2,3,3,3,3
795,4,6,3,5,3,5,3,5,4,4,6,2,5,3,6,5,4,4,6,6,6,4,4,4,6,6,5,5,4,5,4,6,6,4,2,4,3,5,1,4,3,1,5,3,2,4,3,5,1,1,1,5,6,5,5,2,6,3,3,4,2,5,1,2,2,1,3,4,1,1,4,1,3,4,1,2,1,1,2,2,3,3,5,6,4,6,4,5,3,6,5,5,6,3,6,4,6,5,4,5,6,6,6,5,4,5,6,6,5,6,5,5,5,6,7,5,3,5,3,6,1,4,4,1,6,3,2,3,4,6,1,1,1,5,6,6,6,2,6,3,2,4,2,6,1,1,1,1,2,2,1,1,3,1,3,3,1,2,1.0,2,2,2,2,2
537,6,6,5,5,5,5,6,6,4,5,6,5,5,4,5,5,5,5,6,6,6,5,5,6,5,6,5,5,5,6,4,6,7,6,3,4,2,3,3,6,4,1,5,4,4,5,5,5,2,1,1,6,6,6,6,3,6,3,3,4,3,6,1,1,2,1,3,4,2,1,4,1,3,3,1,2,2,3,2,1,3,2,6,6,5,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,7,4,5,3,4,4,6,5,1,6,3,4,4,6,6,2,1,1,6,6,6,6,2,6,4,2,4,4,6,1,1,2,1,2,3,1,1,5,1,3,3,1,3,2.0,3,2,1,2,1
357,4,6,3,5,3,5,4,4,3,5,5,2,4,3,4,5,4,4,5,6,6,5,2,3,4,6,5,5,4,4,4,6,7,4,2,3,3,4,1,6,3,1,2,5,6,5,2,4,1,1,1,3,6,4,4,2,6,3,3,4,4,5,1,2,1,1,4,5,1,1,4,1,4,2,1,2,1,2,3,2,3,3,5,6,4,6,4,5,4,5,4,5,6,3,5,4,5,6,4,5,6,6,6,5,3,4,5,6,6,6,5,4,5,6,7,5,2,4,3,5,1,7,4,1,3,4,5,4,4,5,1,1,1,4,6,5,5,2,6,4,3,4,4,6,1,2,1,1,3,4,1,1,5,1,4,2,1,2,1.0,2,2,2,2,2
389,4,5,3,2,1,2,1,6,3,3,4,1,1,1,1,2,3,2,1,6,6,1,2,1,1,6,2,3,1,2,1,5,5,1,2,4,3,5,2,1,4,3,4,4,5,4,3,3,1,3,2,4,5,5,4,2,5,3,4,3,4,5,2,2,1,1,3,4,1,1,4,1,3,4,1,2,1,1,4,4,4,4,4,5,4,3,2,2,1,6,3,3,5,1,2,1,2,3,3,2,1,6,6,2,2,1,2,6,2,3,1,2,1,5,6,1,2,5,3,5,2,1,4,4,3,4,4,4,4,3,1,2,2,5,5,5,4,2,5,3,4,3,4,5,1,2,1,1,3,4,1,1,4,1,3,4,1,2,1.0,1,4,4,4,3
306,6,6,5,6,6,6,5,5,5,6,6,5,6,5,6,6,5,5,6,6,6,6,5,5,6,6,6,6,5,5,5,6,7,6,3,5,2,6,3,7,4,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,1,1,4,1,6,1,1,2,1,3,4,1,1,4,1,3,3,1,2,1,3,1,1,1,1,6,6,5,6,6,6,5,6,5,6,6,5,6,5,6,6,5,5,6,6,6,6,5,5,6,6,6,6,5,5,5,6,7,6,3,6,2,6,3,7,5,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,1,1,4,1,6,1,1,2,1,3,4,1,1,4,1,3,3,1,2,1.0,3,1,1,1,1
684,5,6,4,5,6,6,5,4,4,6,6,4,5,5,6,5,5,5,6,6,6,6,4,5,6,6,6,6,5,6,5,6,7,5,3,4,4,5,2,1,4,1,6,3,2,4,6,6,1,1,1,6,6,6,6,2,6,3,3,4,4,6,1,1,1,1,3,4,1,1,4,1,3,3,1,2,1,3,2,1,2,1,6,6,5,6,6,6,6,5,5,6,6,5,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,7,6,4,5,4,6,2,1,5,1,6,2,1,3,6,6,1,1,1,6,6,6,6,1,6,2,2,4,4,6,1,1,1,1,2,3,1,1,4,1,3,3,1,3,2.0,3,2,1,1,1
447,6,6,5,6,6,6,6,5,5,6,6,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,5,3,6,2,1,4,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,1,5,4,6,1,1,1,1,3,3,1,1,4,1,3,3,1,2,1,3,2,1,2,1,6,6,5,6,6,6,6,5,5,6,6,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,6,3,7,2,1,5,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,1,5,4,6,1,1,1,1,3,3,1,1,4,1,3,3,1,2,1.0,3,2,1,1,1
175,6,6,4,5,5,6,5,6,4,6,6,4,5,4,6,6,5,5,5,6,6,5,5,6,5,6,6,6,4,6,4,6,7,5,2,4,3,5,1,1,3,3,6,2,4,4,6,6,1,1,2,6,5,6,5,1,6,2,4,4,6,6,1,1,1,1,3,3,1,1,4,1,4,1,1,2,1,1,3,3,4,3,6,6,5,6,6,6,5,6,5,6,6,5,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,2,5,3,6,2,1,4,2,4,2,5,4,6,6,1,1,1,6,5,6,5,1,6,1,2,4,6,6,1,1,1,1,4,3,1,1,4,1,4,1,1,2,1.0,2,3,2,4,2
627,6,6,4,4,4,5,5,6,3,5,6,4,5,4,5,5,4,4,5,6,6,5,4,5,5,6,5,5,4,6,4,6,7,5,2,4,3,5,1,6,3,2,5,3,2,4,5,6,1,2,1,6,6,6,6,2,6,3,3,4,5,6,1,2,1,1,3,3,1,1,4,1,3,3,1,1,1,2,2,2,3,2,6,6,5,5,5,5,5,6,4,5,6,4,5,4,5,5,4,4,5,6,6,5,4,5,5,6,5,5,4,6,4,6,7,6,2,5,4,6,1,6,4,2,6,3,2,4,6,6,1,2,1,6,6,6,6,2,6,3,3,4,5,6,1,2,1,1,3,3,1,1,4,1,3,3,1,2,1.0,2,2,1,2,2
52,6,6,5,5,5,6,6,6,5,5,6,5,5,5,5,5,6,5,5,6,6,5,5,6,5,6,6,5,5,6,5,6,7,6,2,6,3,5,2,1,5,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,1,4,6,6,1,1,1,1,4,4,1,1,3,1,3,3,1,2,1,3,2,2,2,1,6,6,5,6,6,6,6,6,5,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,2,7,3,6,2,1,6,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,1,4,6,6,1,1,1,1,4,4,1,1,3,1,3,3,1,2,1.0,3,2,2,1,1
12,6,6,4,5,5,5,6,6,4,5,6,4,5,4,5,5,5,5,5,6,6,5,5,5,5,6,5,6,5,6,5,6,7,6,3,5,4,3,2,4,2,1,6,3,2,4,5,6,1,1,1,6,6,6,6,1,6,2,2,3,4,6,1,1,1,1,3,4,2,1,4,2,3,1,1,2,1,3,2,1,2,1,6,6,5,6,6,5,6,6,5,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,7,4,6,4,5,2,5,3,1,6,2,1,3,6,6,1,1,1,6,6,6,6,1,6,2,2,3,4,6,1,1,1,1,3,4,2,1,4,2,3,1,1,2,1.0,3,3,1,2,1
185,5,6,4,3,5,6,4,6,3,6,5,4,3,3,4,5,4,4,4,6,6,5,4,5,3,6,6,4,3,5,3,6,7,6,3,2,3,4,1,1,3,4,3,4,5,5,2,2,1,1,1,2,6,5,6,1,6,2,4,3,2,6,1,2,1,1,4,4,2,1,4,1,3,3,1,2,1,2,2,2,2,3,6,6,5,4,6,6,5,6,4,6,6,5,5,4,5,6,5,5,5,6,6,6,5,6,4,6,6,5,4,6,4,6,7,7,3,3,4,5,1,1,4,3,3,3,5,4,1,2,1,1,1,2,6,6,6,1,6,2,3,3,2,6,1,2,1,1,3,3,2,1,4,1,3,3,1,2,1.0,3,2,1,2,2
753,4,6,3,3,2,3,2,6,1,4,4,1,3,1,3,4,3,2,2,6,5,3,2,3,2,6,3,4,1,4,1,5,6,1,1,3,4,7,1,1,4,2,3,5,5,6,2,3,1,2,1,4,4,5,5,2,6,3,4,4,3,5,2,3,2,1,3,4,1,1,4,1,4,3,1,1,1,1,3,3,4,4,5,6,4,4,3,3,2,6,2,4,5,1,4,2,4,4,3,3,3,6,5,4,2,3,3,6,4,4,2,4,2,5,7,1,1,5,5,7,1,1,4,1,3,4,5,6,3,4,1,2,1,5,5,5,5,2,6,4,3,4,3,5,2,2,2,1,3,4,1,1,5,1,4,3,1,2,2.0,2,3,3,3,3
907,6,6,5,5,4,5,6,6,5,5,5,5,4,5,5,5,5,5,5,6,6,5,5,6,5,6,5,5,5,6,5,6,6,6,4,4,2,3,2,1,4,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,3,4,5,6,2,2,1,2,4,4,1,1,4,1,3,2,1,2,1,3,2,1,1,1,6,6,5,5,5,5,6,6,5,5,6,5,5,5,6,5,5,5,5,6,6,5,5,6,6,6,5,6,5,6,5,6,7,7,4,5,2,4,3,1,6,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,3,4,5,6,1,1,1,1,3,4,1,1,3,1,3,1,1,2,1.0,3,1,1,1,1
837,6,6,5,6,5,6,5,5,5,6,6,5,5,5,6,6,5,6,6,6,6,5,5,6,6,6,6,6,6,6,5,6,7,6,4,3,2,5,2,1,3,1,6,1,3,2,6,6,1,1,1,6,6,6,6,2,6,2,1,4,4,6,1,1,2,1,3,4,1,1,4,1,3,3,1,2,1,3,2,1,2,1,6,6,5,6,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,4,5,3,6,2,1,4,1,6,1,3,2,6,6,1,1,1,6,6,6,6,2,6,2,1,4,4,6,1,1,1,1,2,3,1,1,4,1,3,3,1,3,1.0,3,2,1,1,1
302,6,6,4,5,5,5,6,5,4,5,6,5,5,4,5,5,5,4,5,6,6,5,5,5,5,6,5,6,4,6,4,6,7,5,3,4,3,5,2,1,3,1,6,3,4,3,6,6,1,1,1,6,6,6,6,1,6,2,3,4,3,6,1,1,1,1,3,4,1,1,4,1,3,2,1,1,1,3,1,1,1,1,6,6,5,5,6,6,6,5,5,6,6,6,5,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,4,5,4,6,2,1,4,1,6,3,4,2,6,6,1,1,1,6,6,6,6,1,6,2,3,4,3,6,1,1,1,1,3,4,1,1,4,1,3,2,1,2,1.0,2,2,1,2,1
2,6,6,4,5,5,6,5,6,4,6,5,4,5,4,5,6,5,4,5,6,6,6,5,5,5,6,6,5,4,6,4,6,7,6,2,4,3,5,4,3,4,1,6,2,4,3,6,6,1,1,1,6,6,6,6,2,6,2,3,4,6,6,1,1,2,1,3,3,1,1,4,1,3,3,1,2,1,3,2,2,2,2,6,6,5,6,6,6,5,6,5,6,6,5,6,5,6,6,5,5,6,6,6,6,5,6,6,6,6,6,5,6,5,6,7,6,2,6,3,6,4,3,5,1,6,2,4,3,6,6,1,1,1,6,6,6,6,2,6,2,3,4,6,6,1,1,2,1,3,3,1,1,4,1,3,3,1,2,1.0,3,2,1,1,2
190,4,6,4,3,5,5,3,5,3,5,5,2,4,3,5,5,3,4,4,6,6,5,3,4,4,6,5,4,4,4,3,6,6,4,2,5,3,7,2,1,3,1,5,2,3,4,5,6,1,1,1,6,6,5,5,1,5,2,3,4,3,6,2,2,2,1,4,4,1,1,4,1,3,3,1,2,2,2,3,3,3,3,5,6,5,5,5,5,4,6,5,6,6,4,5,4,6,6,4,5,5,6,6,6,5,5,5,6,6,5,5,5,4,6,7,5,2,6,4,7,3,1,4,1,6,2,3,4,6,6,1,1,1,6,6,6,6,1,6,2,3,4,3,6,1,1,1,1,4,4,1,1,5,1,1,3,1,2,2.0,2,3,3,3,2
33,6,6,5,6,5,6,6,6,5,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,7,6,3,5,4,5,2,1,4,1,6,2,2,4,6,6,1,1,1,6,6,6,6,2,6,3,4,5,2,6,1,1,1,1,4,4,2,1,4,1,3,3,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,3,6,4,6,2,1,4,1,6,1,2,3,6,6,1,1,1,6,6,6,6,1,6,2,3,5,2,6,1,1,1,1,3,3,1,1,4,1,3,3,1,2,2.0,2,2,1,2,2
913,6,6,5,6,5,6,6,6,5,6,6,5,5,5,6,6,6,5,5,6,6,5,5,6,6,6,6,6,5,6,5,6,7,7,4,5,3,5,3,1,4,1,6,3,3,3,6,6,1,1,1,6,6,6,6,2,6,2,3,6,3,6,1,1,2,1,2,3,1,1,3,1,3,4,1,2,1,3,1,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,4,6,3,6,3,1,5,1,6,1,1,3,6,6,1,1,1,6,6,6,6,1,6,1,1,6,5,6,1,1,1,1,1,1,1,1,3,1,3,4,1,3,1.0,3,2,1,1,1
672,4,6,4,4,4,5,4,6,3,5,6,4,4,3,5,5,4,4,5,6,6,5,4,4,5,6,5,5,4,5,3,6,7,5,2,4,3,5,1,6,4,3,6,3,4,4,5,6,1,1,2,5,5,6,5,2,5,3,3,5,4,5,1,1,2,1,3,4,1,1,4,1,3,2,1,2,1,2,3,2,3,3,5,6,4,5,5,6,5,6,4,6,6,5,5,4,6,6,5,5,6,6,6,6,5,5,6,6,6,6,5,6,4,6,7,6,2,6,3,6,1,7,5,4,6,3,4,4,6,6,1,1,2,6,6,6,5,2,6,4,3,5,4,5,1,1,2,1,3,4,1,1,4,1,3,2,1,2,1.0,3,2,1,2,2
220,6,6,4,3,5,6,4,5,2,6,6,4,4,3,5,5,4,4,5,6,6,6,5,5,4,6,6,5,3,5,2,6,7,5,2,5,4,7,3,1,4,1,6,3,4,5,6,5,1,2,1,6,6,6,5,2,6,2,3,3,5,6,1,2,1,1,3,3,1,1,4,1,3,4,1,1,2,2,3,3,3,3,6,6,5,4,6,6,5,5,3,6,6,5,5,4,5,6,5,4,6,6,6,6,5,6,5,6,6,6,4,6,3,6,7,6,2,6,5,7,3,1,5,1,6,3,4,5,6,5,1,1,1,6,6,6,5,2,6,2,3,3,5,6,1,2,1,1,3,3,1,1,4,1,3,4,1,2,2.0,3,2,2,3,2
3,6,6,5,5,6,6,5,6,5,6,6,5,5,5,6,6,5,5,5,6,6,6,5,6,5,6,6,5,5,6,5,6,7,6,2,4,3,5,2,1,4,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,1,6,6,6,1,1,1,1,3,3,1,1,4,1,4,3,1,2,1,3,2,1,3,2,6,6,5,6,6,6,6,6,5,6,6,5,6,5,6,6,5,5,5,6,6,6,5,6,6,6,6,6,5,6,5,6,7,7,2,6,3,6,2,1,5,1,6,1,1,2,6,6,1,1,1,6,6,6,6,1,6,2,1,6,6,6,1,1,1,1,3,3,1,1,4,1,4,3,1,3,1.0,3,3,1,3,2
677,6,6,4,5,4,5,6,6,4,4,6,4,4,4,5,5,5,4,5,6,6,5,4,6,5,6,5,5,4,6,4,6,7,6,3,5,2,6,2,1,4,1,6,3,3,4,6,6,1,1,1,6,6,5,5,2,6,2,3,5,2,6,1,1,2,1,3,4,1,1,3,1,3,3,1,2,1,2,2,2,2,2,6,6,5,6,5,6,6,6,5,5,6,5,5,5,6,6,6,5,6,6,6,5,5,6,6,6,6,6,5,6,5,6,7,7,4,6,3,7,2,1,5,1,6,2,3,4,6,6,1,1,1,6,6,6,6,1,6,1,3,5,2,6,1,1,1,1,2,3,1,1,3,1,2,3,1,2,1.0,3,3,1,2,1
882,3,2,3,2,3,1,1,2,1,3,3,1,1,1,1,2,1,1,1,2,3,2,1,2,1,2,1,2,1,2,1,3,5,1,2,2,3,5,1,1,4,6,2,5,5,4,2,3,1,3,2,2,4,4,3,3,6,5,6,2,4,2,2,2,3,2,4,5,2,1,4,2,4,3,1,1,1,1,4,4,4,4,3,4,3,3,3,2,1,4,2,4,4,1,3,1,3,3,1,1,1,3,2,2,1,1,1,3,2,2,1,1,1,4,5,1,2,4,3,5,1,1,4,5,3,4,4,4,3,4,1,3,2,3,3,4,4,3,5,4,6,2,4,2,2,2,3,2,4,5,2,1,4,2,4,3,1,1,1.0,2,3,3,3,3
