student_id,CCH_PRE_Q1,CCH_PRE_Q2,CCH_PRE_Q3,CCH_PRE_Q4,CCH_PRE_Q5,CCH_PRE_Q6,CCH_PRE_Q7,CCH_PRE_Q8,CCH_PRE_Q9,CCH_PRE_Q10,CCH_PRE_Q11,CCA_PRE_Q1,CCA_PRE_Q2,CCA_PRE_Q3,CCA_PRE_Q4,CCA_PRE_Q5,CCA_PRE_Q6,CCA_PRE_Q7,CCA_PRE_Q8,CCA_PRE_Q9,CCA_PRE_Q10,CCA_PRE_Q11,CCA_PRE_Q12,CCA_PRE_Q13,BI_PRE_Q1,BI_PRE_Q2,BI_PRE_Q3,BI_PRE_Q4,BI_PRE_Q5,BI_PRE_Q6,BI_PRE_Q7,BI_PRE_Q8,Hope_PRE_slider,Agency_PRE_slider,CCH_POST_Q1,CCH_POST_Q2,CCH_POST_Q3,CCH_POST_Q4,CCH_POST_Q5,CCH_POST_Q6,CCH_POST_Q7,CCH_POST_Q8,CCH_POST_Q9,CCH_POST_Q10,CCH_POST_Q11,CCA_POST_Q1,CCA_POST_Q2,CCA_POST_Q3,CCA_POST_Q4,CCA_POST_Q5,CCA_POST_Q6,CCA_POST_Q7,CCA_POST_Q8,CCA_POST_Q9,CCA_POST_Q10,CCA_POST_Q11,CCA_POST_Q12,CCA_POST_Q13,BI_POST_Q1,BI_POST_Q2,BI_POST_Q3,BI_POST_Q4,BI_POST_Q5,BI_POST_Q6,BI_POST_Q7,BI_POST_Q8,Hope_POST_slider,Agency_POST_slider
343,4.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
346,5.0,4.0,5.0,6.0,3.0,4.0,5.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,5.0,6.0,3.0,4.0,5.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
351,5.0,4.0,3.0,5.0,6.0,4.0,4.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,5.0,6.0,4.0,4.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
353,5.0,4.0,5.0,6.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,5.0,6.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0
355,3.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
359,4.0,3.0,2.0,3.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
361,3.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
366,5.0,4.0,3.0,5.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
373,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
376,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
378,5.0,4.0,5.0,6.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0
379,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
381,5.0,5.0,4.0,6.0,6.0,6.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,60.0,40.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,60.0,40.0
382,3.0,2.0,1.0,3.0,2.0,2.0,1.0,6.0,6.0,7.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,6.0,6.0,7.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0
387,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
390,4.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0
391,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
397,5.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,35.0,20.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,35.0,20.0
399,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
402,5.0,4.0,4.0,6.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,6.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
408,4.0,3.0,2.0,2.0,3.0,2.0,4.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
420,5.0,5.0,4.0,6.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,5.0,4.0,6.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
426,4.0,3.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,7.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,7.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
432,4.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
435,5.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
441,4.0,3.0,2.0,2.0,3.0,4.0,3.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
445,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0
454,4.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
455,3.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,7.0,6.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
456,4.0,4.0,3.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
460,5.0,5.0,6.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0
462,4.0,5.0,3.0,2.0,2.0,4.0,4.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
466,5.0,4.0,5.0,6.0,3.0,5.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,3.0,5.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
469,5.0,4.0,5.0,6.0,3.0,5.0,5.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,3.0,5.0,5.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
471,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
474,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
477,4.0,3.0,2.0,2.0,3.0,2.0,4.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
481,4.0,3.0,3.0,3.0,2.0,3.0,2.0,6.0,5.0,7.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,6.0,5.0,7.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
485,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,6.0,7.0,6.0,4.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,7.0,7.0,6.0,4.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
486,3.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
487,3.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,7.0,6.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,7.0,6.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
489,5.0,4.0,3.0,4.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
494,4.0,3.0,2.0,2.0,2.0,3.0,4.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
504,4.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0
505,3.0,4.0,3.0,2.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
506,4.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,5.0,6.0,6.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,5.0,6.0,6.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
508,5.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
511,5.0,4.0,3.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
